"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Anúncios,Idade,Gênero,Dia,"Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)",Compras,"Custo por compra","Valor de conversão da compra","Cliques no link","CPC (custo por clique no link)","Cliques (todos)","CPC (todos)","CPM (custo por 1.000 impressões)","CTR (todos)",Visualizações,"Taxa de compras por visualizações da página de destino","Custo por 1.000 contas da Central de Contas alcançadas","Veiculação do anúncio","Veiculação do conjunto de anúncios","Veiculação da campanha","Início dos relatórios","Término dos relatórios"
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","02-  ESTADOS ABERTO - 18 A 44 ANOS —","CRIATIVO 02","CRIATIVO 02",55-64,male,2025-10-13,103891466123901,120238677706160385,120238679166700385,120238679166690385,3,3,1,BRL,0.03,,,,,,0,0,10,0,,0,10,not_delivering,inactive,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",25-34,female,2025-10-13,103891466123901,120233437699530385,120233437699510385,120233438117660385,222,259,1.16666667,BRL,1.93,,,,1,1.93,1,1.93,7.45173745,0.38610039,,0,8.69369369,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 1","CRIATIVO 1",65+,female,2025-10-13,103891466123901,120238679929330385,120238679929420385,120238679929360385,2,2,1,BRL,0.02,,,,,,0,0,10,0,,0,10,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",65+,female,2025-10-13,103891466123901,120233437699530385,120233437699510385,120233438117660385,2,2,1,BRL,0.01,,,,,,0,0,5,0,,0,5,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 1","CRIATIVO 1",55-64,male,2025-10-13,103891466123901,120238679929330385,120238679929420385,120238679929360385,4,4,1,BRL,0.02,,,,,,0,0,5,0,,0,5,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","03-  ESTADOS ABERTO - 18 A 44 ANOS —","CRIATIVO 3","CRIATIVO 3",55-64,male,2025-10-13,103891466123901,120238679929330385,120238680560200385,120238680560190385,11,14,1.27272727,BRL,0.17,,,,1,0.17,1,0.17,12.14285714,7.14285714,,0,15.45454545,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 01","CRIATIVO 01",55-64,male,2025-10-13,103891466123901,120238677706160385,120238677706230385,120238677706140385,6,11,1.83333333,BRL,0.13,,,,,,0,0,11.81818182,0,,0,21.66666667,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",25-34,female,2025-10-13,103891466123901,120233437699530385,120233437699510385,120233437699540385,250,309,1.236,BRL,1.68,3,0.56,51.45,1,1.68,2,0.84,5.4368932,0.64724919,,300,6.72,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",65+,female,2025-10-13,103891466123901,120237514916220385,120237514996370385,120237514996380385,5,5,1,BRL,0.02,,,,,,0,0,4,0,,0,4,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",18-24,unknown,2025-10-13,103891466123901,120238235047260385,120238235047290385,120238235047280385,2,2,1,BRL,0,,,,,,1,0,0,50,,0,0,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 1","CRIATIVO 1",18-24,unknown,2025-10-13,103891466123901,120238679929330385,120238679929420385,120238679929360385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",65+,female,2025-10-13,103891466123901,120237514916220385,120237839730460385,120237839730450385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,unknown,2025-10-13,103891466123901,120237514916220385,120237839730460385,120237839730450385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",18-24,unknown,2025-10-13,103891466123901,120238235098310385,120238235098340385,120238235098290385,1,3,3,BRL,0.01,,,,,,0,0,3.33333333,0,,0,10,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 01","CRIATIVO 01",65+,female,2025-10-13,103891466123901,120238677706160385,120238677706230385,120238677706140385,1,2,2,BRL,0.01,,,,,,0,0,5,0,,0,10,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","02-  ESTADOS ABERTO - 18 A 44 ANOS —","CRIATIVO 02","CRIATIVO 02",18-24,male,2025-10-13,103891466123901,120238677706160385,120238679166700385,120238679166690385,129,166,1.28682171,BRL,0.92,,,,,,1,0.92,5.54216867,0.60240964,,0,7.13178295,not_delivering,inactive,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",55-64,male,2025-10-13,103891466123901,120237514916220385,120237514996370385,120237514996380385,8,8,1,BRL,0.04,,,,,,0,0,5,0,,0,5,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,female,2025-10-13,103891466123901,120237514916220385,120237839739530385,120237839739520385,165,186,1.12727273,BRL,1.07,,,,1,1.07,1,1.07,5.75268817,0.53763441,,0,6.48484848,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","03-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 03","CRIATIVO 03",18-24,female,2025-10-13,103891466123901,120238677706160385,120238679571170385,120238679571160385,100,144,1.44,BRL,0.66044236,,,,1,0.66044236,2,0.33022118,4.58640527,1.38888889,,0,6.60442359,not_delivering,inactive,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",25-34,male,2025-10-13,103891466123901,120238235098310385,120238235098340385,120238235098290385,296,361,1.21959459,BRL,4.36,,,,3,1.45333333,6,0.72666667,12.07756233,1.66204986,,0,14.72972973,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",65+,male,2025-10-13,103891466123901,120237904957610385,120237904957680385,120237904957600385,6,6,1,BRL,0.04,,,,,,0,0,6.66666667,0,,0,6.66666667,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,female,2025-10-13,103891466123901,120237514916220385,120237514996370385,120237514996380385,57,63,1.10526316,BRL,0.26,,,,,,1,0.26,4.12698413,1.58730159,,0,4.56140351,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",55-64,male,2025-10-13,103891466123901,120238235098310385,120238235098340385,120238235098290385,16,20,1.25,BRL,0.27,,,,,,0,0,13.5,0,,0,16.875,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","CRIATIVO 2","CRIATIVO 2",18-24,female,2025-10-13,103891466123901,120238679929330385,120238680442850385,120238680442860385,48,61,1.27083333,BRL,0.27926941,,,,,,0,0,4.57818699,0,,0,5.81811263,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 01","CRIATIVO 01",65+,male,2025-10-13,103891466123901,120238677706160385,120238677706230385,120238677706140385,7,8,1.14285714,BRL,0.05,,,,,,0,0,6.25,0,,0,7.14285714,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","03-  ESTADOS ABERTO - 18 A 44 ANOS —","CRIATIVO 3","CRIATIVO 3",65+,male,2025-10-13,103891466123901,120238679929330385,120238680560200385,120238680560190385,7,9,1.28571429,BRL,0.02,,,,,,0,0,2.22222222,0,,0,2.85714286,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 1","CRIATIVO 1",65+,male,2025-10-13,103891466123901,120238679929330385,120238679929420385,120238679929360385,9,10,1.11111111,BRL,0.04,,,,,,0,0,4,0,,0,4.44444444,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","CRIATIVO 2","CRIATIVO 2",65+,male,2025-10-13,103891466123901,120238679929330385,120238680442850385,120238680442860385,6,6,1,BRL,0.04986954,,,,,,0,0,8.31158948,0,,0,8.31158948,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",18-24,female,2025-10-13,103891466123901,120238235098310385,120238235098340385,120238235098290385,33,43,1.3030303,BRL,0.3,,,,,,0,0,6.97674419,0,,0,9.09090909,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,female,2025-10-13,103891466123901,120237514916220385,120237839739530385,120237839739520385,42,49,1.16666667,BRL,0.15,,,,,,1,0.15,3.06122449,2.04081633,,0,3.57142857,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","03-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 03","CRIATIVO 03",65+,male,2025-10-13,103891466123901,120238677706160385,120238679571170385,120238679571160385,10,12,1.2,BRL,0.05003351,,,,,,0,0,4.16945934,0,,0,5.00335121,not_delivering,inactive,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",18-24,female,2025-10-13,103891466123901,120233437699530385,120233437699510385,120233438117660385,46,56,1.2173913,BRL,0.2,,,,1,0.2,2,0.1,3.57142857,3.57142857,,0,4.34782609,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",18-24,female,2025-10-13,103891466123901,120237904957610385,120237904957680385,120237904957600385,81,95,1.17283951,BRL,0.55,,,,,,0,0,5.78947368,0,,0,6.79012346,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 01","CRIATIVO 01",18-24,female,2025-10-13,103891466123901,120238677706160385,120238677706230385,120238677706140385,93,137,1.47311828,BRL,0.66,,,,,,0,0,4.81751825,0,,0,7.09677419,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,female,2025-10-13,103891466123901,120237514916220385,120237839730460385,120237839730450385,32,41,1.28125,BRL,0.28,,,,,,0,0,6.82926829,0,,0,8.75,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","03-  ESTADOS ABERTO - 18 A 44 ANOS —","CRIATIVO 3","CRIATIVO 3",18-24,female,2025-10-13,103891466123901,120238679929330385,120238680560200385,120238680560190385,57,71,1.24561404,BRL,0.45,,,,,,0,0,6.33802817,0,,0,7.89473684,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",65+,male,2025-10-13,103891466123901,120238235047260385,120238235047290385,120238235047280385,5,7,1.4,BRL,0.36,,,,1,0.36,1,0.36,51.42857143,14.28571429,,0,72,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","COMBO 5 SIMULADOS PCPI - TESTE CRIATIVOS - 13.10","02-  ESTADOS ABERTO - 18 A 44 ANOS —","CRIATIVO 02","CRIATIVO 02",65+,male,2025-10-13,103891466123901,120238677706160385,120238679166700385,120238679166690385,7,9,1.28571429,BRL,0.08,,,,,,0,0,8.88888889,0,,0,11.42857143,not_delivering,inactive,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CONVERSÃO PCPI - NOVOS CRIATIVOS 13.10","01-  ESTADOS ABERTO - 18 A 44 ANOS","CRIATIVO 1","CRIATIVO 1",18-24,female,2025-10-13,103891466123901,120238679929330385,120238679929420385,120238679929360385,96,116,1.20833333,BRL,0.55,,,,,,0,0,4.74137931,0,,0,5.72916667,not_delivering,not_delivering,inactive,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",18-24,female,2025-10-13,103891466123901,120233437699530385,120233437699510385,120233437699540385,51,64,1.25490196,BRL,0.31,2,0.155,34.3,2,0.155,2,0.155,4.84375,3.125,,200,6.07843137,active,active,active,2025-10-13,2025-10-13
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",55-64,male,2025-10-12,103891466123901,120238235098310385,120238235098340385,120238235098290385,20,22,1.1,BRL,0.38,,,,,,0,0,17.27272727,0,,0,19,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",25-34,female,2025-10-12,103891466123901,120238235047260385,120238235047290385,120238235047280385,281,334,1.1886121,BRL,2.83,,,,1,2.83,4,0.7075,8.47305389,1.19760479,,0,10.07117438,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",35-44,female,2025-10-12,103891466123901,120238235047260385,120238235047290385,120238235047280385,93,114,1.22580645,BRL,2.07,,,,3,0.69,6,0.345,18.15789474,5.26315789,,0,22.25806452,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",55-64,female,2025-10-12,103891466123901,120238235047260385,120238235047290385,120238235047280385,1,1,1,BRL,0.01,,,,,,0,0,10,0,,0,10,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",65+,female,2025-10-12,103891466123901,120237904957610385,120237904957680385,120237904957600385,1,1,1,BRL,0.02,,,,,,0,0,20,0,,0,20,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",25-34,female,2025-10-12,103891466123901,120237904957610385,120237904957680385,120237904957600385,431,497,1.15313225,BRL,2.53,,,,1,2.53,1,2.53,5.09054326,0.20120724,,0,5.87006961,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",55-64,female,2025-10-12,103891466123901,120237514916220385,120237839739530385,120237839739520385,2,3,1.5,BRL,0.12,,,,,,0,0,40,0,,0,60,not_delivering,not_delivering,inactive,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,female,2025-10-12,103891466123901,120237514916220385,120237514996370385,120237514996380385,230,288,1.25217391,BRL,1.96,,,,2,0.98,3,0.65333333,6.80555556,1.04166667,,0,8.52173913,not_delivering,not_delivering,inactive,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,female,2025-10-12,103891466123901,120237514916220385,120237839730460385,120237839730450385,33,39,1.18181818,BRL,0.22,,,,,,0,0,5.64102564,0,,0,6.66666667,not_delivering,not_delivering,inactive,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",65+,female,2025-10-12,103891466123901,120238235047260385,120238235047290385,120238235047280385,3,3,1,BRL,0.01,,,,,,0,0,3.33333333,0,,0,3.33333333,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",45-54,female,2025-10-12,103891466123901,120233437699530385,120233437699510385,120233438117660385,30,41,1.36666667,BRL,0.56024768,,,,,,0,0,13.66457751,0,,0,18.6749226,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",18-24,male,2025-10-12,103891466123901,120238235047260385,120238235047290385,120238235047280385,212,267,1.25943396,BRL,2.12,,,,2,1.06,4,0.53,7.94007491,1.49812734,,0,10,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",45-54,female,2025-10-12,103891466123901,120238235047260385,120238235047290385,120238235047280385,22,27,1.22727273,BRL,0.52,,,,2,0.26,1,0.52,19.25925926,3.7037037,,0,23.63636364,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,female,2025-10-12,103891466123901,120237514916220385,120237839730460385,120237839730450385,119,131,1.10084034,BRL,0.81,,,,,,1,0.81,6.18320611,0.76335878,,0,6.80672269,not_delivering,not_delivering,inactive,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",55-64,male,2025-10-12,103891466123901,120237904957610385,120237904957680385,120237904957600385,9,9,1,BRL,0.06,,,,,,0,0,6.66666667,0,,0,6.66666667,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,unknown,2025-10-12,103891466123901,120237514916220385,120237839739530385,120237839739520385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,not_delivering,inactive,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",45-54,unknown,2025-10-12,103891466123901,120237904957610385,120237904957680385,120237904957600385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",55-64,male,2025-10-12,103891466123901,120237514916220385,120237839739530385,120237839739520385,5,5,1,BRL,0.05,,,,,,0,0,10,0,,0,10,not_delivering,not_delivering,inactive,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,male,2025-10-12,103891466123901,120237514916220385,120237514996370385,120237514996380385,384,457,1.19010417,BRL,2.63,,,,4,0.6575,6,0.43833333,5.75492341,1.31291028,,0,6.84895833,not_delivering,not_delivering,inactive,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",45-54,male,2025-10-12,103891466123901,120238235047260385,120238235047290385,120238235047280385,78,96,1.23076923,BRL,1.44,,,,,,2,0.72,15,2.08333333,,0,18.46153846,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",25-34,male,2025-10-12,103891466123901,120237904957610385,120237904957680385,120237904957600385,686,779,1.13556851,BRL,3.78,,,,3,1.26,3,1.26,4.85237484,0.38510911,,0,5.51020408,active,active,active,2025-10-12,2025-10-12
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",35-44,male,2025-10-12,103891466123901,120233437699530385,120233437699510385,120233438117660385,508,609,1.1988189,BRL,5.14227333,,,,3,1.71409111,4,1.28556833,8.44379857,0.65681445,,0,10.1225853,active,active,active,2025-10-12,2025-10-12
